# Time-averaged data for fix at2
# TimeStep v_fedgeZ f_mysf2[3]
79740 -0.231812 -0.363792
79750 -1.82571 -2.86517
79760 -0.94589 -1.48442
79770 0.143971 0.22594
79780 -1.41463 -2.22004
79790 -2.41522 -3.79032
79800 -0.677938 -1.06392
79810 -0.443113 -0.695396
79820 -1.92505 -3.02106
79830 -1.07143 -1.68143
79840 0.69859 1.09633
79850 -1.09616 -1.72026
79860 -3.29854 -5.17654
79870 -2.08378 -3.27016
79880 -1.05009 -1.64795
79890 -1.95956 -3.07523
79900 -1.15352 -1.81027
79910 0.970185 1.52255
79920 -0.100325 -0.157444
79930 -2.14775 -3.37055
79940 -1.57357 -2.46947
79950 -1.43833 -2.25724
79960 -3.17418 -4.98137
79970 -3.60652 -5.65987
79980 -1.67512 -2.62883
79990 -1.18022 -1.85216
80000 -2.87153 -4.50642
80010 -2.57355 -4.03878
80020 -1.41451 -2.21985
80030 -2.10601 -3.30506
80040 -3.16047 -4.95986
80050 -1.92548 -3.02174
80060 -1.41277 -2.21711
80070 -2.93675 -4.60877
80080 -2.50717 -3.93461
80090 -0.25915 -0.406696
80100 -0.01325 -0.0207938
80110 -0.703188 -1.10354
80120 0.986431 1.54805
80130 2.72223 4.27211
80140 1.57658 2.4742
80150 0.702253 1.10208
80160 0.785072 1.23205
80170 -0.82885 -1.30075
80180 -2.20017 -3.45282
80190 -1.08604 -1.70436
80200 0.580727 0.91136
80210 -0.732964 -1.15027
80220 -1.96226 -3.07946
80230 -1.21824 -1.91184
80240 -1.77115 -2.77954
80250 -2.65592 -4.16805
80260 -0.527089 -0.827183
80270 1.55108 2.43418
80280 -0.061335 -0.0962555
80290 -0.95754 -1.50271
80300 0.399964 0.62768
80310 0.968996 1.52069
80320 0.209152 0.328231
80330 1.9992 3.13743
80340 3.64438 5.71927
80350 1.57897 2.47795
80360 0.116999 0.183612
80370 1.40841 2.21027
80380 1.53424 2.40775
80390 0.0169901 0.0266633
80400 1.16578 1.82951
80410 2.60567 4.08919
80420 0.247581 0.38854
80430 -1.06203 -1.66668
80440 0.834198 1.30914
80450 0.701647 1.10113
80460 -1.98778 -3.11951
80470 -1.52135 -2.38753
80480 1.21195 1.90196
80490 0.835405 1.31104
80500 -0.762791 -1.19708
80510 0.170926 0.268242
80520 0.665205 1.04393
80530 -1.19306 -1.87232
80540 -0.794665 -1.2471
80550 1.71286 2.68807
80560 1.11657 1.75228
80570 -1.22871 -1.92827
80580 -1.35608 -2.12816
80590 -0.819214 -1.28563
80600 -2.95098 -4.63109
80610 -3.80593 -5.97281
80620 -1.96052 -3.07673
80630 -1.4779 -2.31934
80640 -3.41785 -5.36377
80650 -3.58458 -5.62544
80660 -2.41234 -3.78579
80670 -3.78283 -5.93655
80680 -5.29449 -8.30887
80690 -3.83128 -6.01259
80700 -1.50295 -2.35864
80710 -0.906323 -1.42233
80720 0.328915 0.51618
80730 2.37461 3.72657
80740 1.6307 2.55913
80750 -0.970101 -1.52242
80760 -2.26516 -3.55481
80770 -2.97707 -4.67204
80780 -4.46972 -7.01453
80790 -5.0658 -7.94997
80800 -3.05428 -4.79321
80810 -1.24799 -1.95853
80820 -0.691025 -1.08446
80830 0.894479 1.40374
80840 1.66654 2.61536
80850 -0.531935 -0.834788
80860 -2.27396 -3.56862
80870 -1.55352 -2.43801
80880 -0.67073 -1.0526
80890 -0.640004 -1.00439
80900 -0.264318 -0.414805
80910 0.309489 0.485695
80920 -0.570723 -0.89566
80930 -1.3613 -2.13634
80940 -0.707363 -1.11009
80950 -0.483873 -0.759362
80960 -1.09542 -1.71909
80970 -1.01737 -1.59661
80980 0.31218 0.489917
80990 0.432441 0.678648
81000 -0.39092 -0.613488
81010 0.011858 0.0186092
81020 0.070792 0.111097
81030 -0.854323 -1.34073
81040 -0.663127 -1.04067
81050 0.408659 0.641326
81060 -0.73352 -1.15114
81070 -2.13537 -3.35112
81080 -1.39069 -2.18246
81090 -0.144284 -0.226431
81100 -0.38427 -0.603051
81110 -0.928604 -1.4573
81120 -0.605889 -0.950847
81130 -0.688277 -1.08014
81140 -1.70651 -2.6781
81150 -1.56565 -2.45704
81160 -0.514825 -0.807936
81170 -0.861216 -1.35154
81180 -0.704119 -1.105
81190 1.0048 1.57688
81200 1.94646 3.05466
81210 0.279926 0.4393
81220 0.0365237 0.0573182
81230 1.16834 1.83353
81240 0.306893 0.48162
81250 -0.154571 -0.242574
81260 0.737968 1.15812
81270 1.00796 1.58184
81280 -0.681748 -1.0699
81290 -1.83605 -2.8814
81300 -1.17992 -1.85169
81310 -1.56788 -2.46055
81320 -2.82227 -4.42911
81330 -2.38119 -3.73691
81340 -1.27422 -1.99969
81350 -1.26981 -1.99276
81360 -0.856103 -1.34352
81370 0.640537 1.00522
81380 1.10493 1.73402
81390 -0.545198 -0.855602
81400 -0.833269 -1.30768
81410 0.604882 0.949268
81420 0.569874 0.894328
81430 -0.264962 -0.415817
81440 0.190051 0.298255
81450 0.9581 1.50359
81460 0.506674 0.795145
81470 0.372637 0.584795
81480 0.762084 1.19597
81490 -0.0108293 -0.0169949
81500 -1.44782 -2.27213
81510 -2.02351 -3.17559
81520 -1.83381 -2.87788
81530 -1.66409 -2.61152
81540 -1.29231 -2.02807
81550 -0.313639 -0.492207
81560 0.0207554 0.0325723
81570 -0.263628 -0.413723
81580 -0.309723 -0.486062
81590 -0.38704 -0.607399
81600 -1.07132 -1.68127
81610 -1.42504 -2.23638
81620 -0.7859 -1.23335
81630 -0.0256855 -0.0403093
81640 0.0629095 0.0987265
81650 0.305788 0.479887
81660 0.241211 0.378543
81670 -0.570643 -0.895535
81680 -0.971728 -1.52497
81690 -0.828823 -1.30071
81700 -0.483501 -0.758778
81710 0.297077 0.466216
81720 1.6574 2.60103
81730 1.23622 1.94005
81740 -0.231357 -0.363079
81750 -0.244783 -0.384149
81760 0.228097 0.357962
81770 -0.239288 -0.375526
81780 -0.0196058 -0.0307682
81790 0.906388 1.42243
81800 -0.301011 -0.472389
81810 -2.4118 -3.78494
81820 -2.3866 -3.74539
81830 -0.653706 -1.02589
81840 -0.541794 -0.85026
81850 -0.218061 -0.342212
81860 0.612935 0.961906
81870 -0.038017 -0.0596616
81880 -1.54753 -2.42861
81890 -1.15178 -1.80754
81900 0.307258 0.482193
81910 -1.16715 -1.83165
81920 -2.95451 -4.63664
81930 -1.85677 -2.91392
81940 -1.26011 -1.97755
81950 -2.50133 -3.92544
81960 -2.73384 -4.29033
81970 -0.851601 -1.33645
81980 -1.41067 -2.21383
81990 -4.0578 -6.36809
82000 -4.06202 -6.3747
82010 -2.3043 -3.61623
82020 -2.18708 -3.43229
82030 -2.82608 -4.43509
82040 -0.712905 -1.11879
82050 0.210243 0.329944
82060 -1.85094 -2.90476
82070 -2.39527 -3.75899
82080 -0.769603 -1.20777
82090 -1.66894 -2.61914
82100 -4.33709 -6.80637
82110 -3.91216 -6.13952
82120 -2.29984 -3.60924
82130 -2.81719 -4.42114
82140 -2.69172 -4.22423
82150 0.409766 0.643063
82160 2.34668 3.68275
82170 0.73651 1.15584
82180 0.355861 0.558468
82190 1.28531 2.01709
82200 -0.29019 -0.455407
82210 -2.36017 -3.70392
82220 -2.11376 -3.31722
82230 -1.38527 -2.17396
82240 -2.16656 -3.40007
82250 -1.86034 -2.91951
82260 1.01392 1.59118
82270 2.5687 4.03117
82280 2.0757 3.25748
82290 1.89197 2.96915
82300 0.952802 1.49527
82310 -1.41295 -2.21741
82320 -2.92386 -4.58854
82330 -2.4566 -3.85525
82340 -2.09628 -3.28978
82350 -1.50653 -2.36426
82360 0.512585 0.804421
82370 1.62268 2.54654
82380 0.325862 0.511389
82390 -1.78075 -2.7946
82400 -2.65542 -4.16727
82410 -2.89616 -4.54506
82420 -2.64108 -4.14476
82430 -1.31541 -2.06434
82440 -0.238437 -0.37419
82450 -0.0415586 -0.0652197
82460 -0.0634548 -0.0995824
82470 -0.299018 -0.469261
82480 -1.54071 -2.4179
82490 -1.88521 -2.95855
82500 -0.146453 -0.229835
82510 1.18915 1.86619
82520 0.238171 0.373771
82530 -0.244183 -0.383206
82540 0.373161 0.585618
82550 -0.403455 -0.633159
82560 -1.07305 -1.68398
82570 0.105521 0.165598
82580 0.692902 1.0874
82590 -1.20163 -1.88577
82600 -2.45655 -3.85517
82610 -0.996826 -1.56436
82620 0.0203068 0.0318683
82630 -0.481572 -0.755751
82640 0.379024 0.594818
82650 1.90012 2.98193
82660 0.825904 1.29613
82670 -0.180985 -0.284027
82680 1.60461 2.51819
82690 2.28942 3.59288
82700 0.383547 0.601917
82710 0.626375 0.982997
82720 3.71194 5.8253
82730 3.6507 5.7292
82740 1.32925 2.08605
82750 1.83572 2.88088
82760 2.36371 3.70946
82770 0.10511 0.164954
82780 -0.17015 -0.267024
82790 2.38548 3.74363
82800 2.07266 3.25271
82810 -0.179322 -0.281418
82820 0.167002 0.262083
82830 0.841655 1.32085
82840 -1.12188 -1.76062
82850 -2.38133 -3.73712
82860 -0.570524 -0.895347
82870 -0.32305 -0.506975
82880 -2.35128 -3.68996
82890 -1.49181 -2.34116
82900 1.30703 2.05118
82910 0.675487 1.06007
82920 -1.10057 -1.72718
82930 -0.126137 -0.197952
82940 -0.613007 -0.962018
82950 -3.73572 -5.86262
82960 -4.70387 -7.38199
82970 -2.85827 -4.4856
82980 -1.82454 -2.86333
82990 -2.37665 -3.72978
83000 -1.0951 -1.71858
83010 0.618184 0.970143
83020 -0.971255 -1.52423
83030 -2.48643 -3.90206
83040 -2.05268 -3.22135
83050 -2.00195 -3.14175
83060 -3.15731 -4.9549
83070 -2.72538 -4.27705
83080 -1.07487 -1.68683
83090 -1.93478 -3.03634
83100 -3.15012 -4.94361
83110 -2.59919 -4.07902
83120 -2.21844 -3.4815
83130 -3.35669 -5.2678
83140 -4.06217 -6.37493
83150 -2.87815 -4.5168
83160 -2.2308 -3.50089
83170 -2.51866 -3.95263
83180 -2.15661 -3.38445
83190 -0.706081 -1.10808
83200 -0.178245 -0.279727
83210 -0.17415 -0.2733
83220 0.118914 0.186617
83230 -0.0150443 -0.0236096
83240 -0.112107 -0.175934
83250 0.184771 0.289969
83260 0.756865 1.18778
83270 -0.184485 -0.28952
83280 -1.58032 -2.48006
83290 -2.22315 -3.48888
83300 -2.311 -3.62675
83310 -2.1784 -3.41866
83320 -1.30744 -2.05182
83330 0.295498 0.463737
83340 0.212917 0.334139
83350 -0.766015 -1.20214
83360 -0.423016 -0.663856
83370 0.253617 0.398012
83380 -0.29047 -0.455847
83390 -0.88343 -1.3864
83400 -1.02444 -1.6077
83410 -1.61153 -2.52905
83420 -1.64107 -2.57541
83430 -0.433479 -0.680277
83440 0.319352 0.501172
83450 -1.19247 -1.8714
83460 -2.67563 -4.19899
83470 -1.67809 -2.6335
83480 -0.512358 -0.804065
83490 -0.579785 -0.909881
83500 0.0963275 0.151171
83510 1.31536 2.06425
83520 -0.0939825 -0.147491
83530 -1.95262 -3.06433
83540 -1.54182 -2.41965
83550 -0.648392 -1.01755
83560 -1.21997 -1.91455
83570 -0.924197 -1.45038
83580 1.39233 2.18504
83590 3.2175 5.04936
83600 3.09056 4.85014
83610 3.76807 5.91339
83620 3.61106 5.667
83630 0.27212 0.42705
83640 -2.2475 -3.5271
83650 -1.47655 -2.31721
83660 -0.940494 -1.47596
83670 -2.16546 -3.39834
83680 -1.61218 -2.53006
83690 0.285492 0.448034
83700 -0.382447 -0.60019
83710 -1.56396 -2.45439
83720 -0.644373 -1.01124
83730 -0.0251637 -0.0394904
83740 -2.67425 -4.19681
83750 -4.18781 -6.5721
83760 -3.23354 -5.07453
83770 -3.30876 -5.19257
83780 -3.7981 -5.96051
83790 -2.61511 -4.10401
83800 -0.0118157 -0.0185429
83810 0.14156 0.222157
83820 -0.550533 -0.863975
83830 0.462747 0.726209
83840 0.674382 1.05834
83850 -1.50286 -2.35851
83860 -2.52108 -3.95644
83870 -1.49945 -2.35315
83880 -2.05273 -3.22144
83890 -3.41348 -5.35691
83900 -1.8958 -2.97516
83910 0.0956742 0.150146
83920 -0.911958 -1.43118
83930 -2.16183 -3.39266
83940 -1.16716 -1.83167
83950 -1.22344 -1.92
83960 -2.85762 -4.48459
83970 -2.46769 -3.87264
83980 0.354649 0.556566
83990 1.43646 2.25429
84000 1.25969 1.97689
84010 1.93005 3.02891
84020 1.60301 2.51567
84030 -0.817029 -1.2822
84040 -1.39625 -2.1912
84050 0.301229 0.472732
84060 1.12166 1.76026
84070 1.17772 1.84824
84080 2.26481 3.55426
84090 1.96159 3.0784
84100 0.0128389 0.0201486
84110 -0.641091 -1.00609
84120 -0.351047 -0.550913
84130 -1.53125 -2.40305
84140 -3.34237 -5.24532
84150 -3.3975 -5.33183
84160 -2.0828 -3.26862
84170 -0.544668 -0.854771
84180 1.24072 1.94711
84190 1.93595 3.03818
84200 0.354662 0.556586
84210 -0.530808 -0.83302
84220 0.335366 0.526304
84230 0.828076 1.29954
84240 0.316916 0.49735
84250 0.923396 1.44912
84260 1.99132 3.12506
84270 0.691671 1.08547
84280 -1.15348 -1.8102
84290 -0.939031 -1.47366
84300 -0.482098 -0.756577
84310 -1.05381 -1.65378
84320 0.0734508 0.115269
84330 2.20687 3.46333
84340 1.56669 2.45867
84350 0.0215617 0.0338377
84360 0.375959 0.590009
84370 0.73788 1.15799
84380 -0.748853 -1.17521
84390 -1.40199 -2.20021
84400 -0.0225212 -0.0353435
84410 -1.15337 -1.81004
84420 -3.71324 -5.82735
84430 -3.12313 -4.90125
84440 -0.905743 -1.42142
84450 -0.720472 -1.13067
84460 -1.40902 -2.21123
84470 0.381474 0.598663
84480 0.923454 1.44922
84490 -1.69768 -2.66424
84500 -1.91557 -3.00618
84510 0.557655 0.875152
84520 1.35783 2.13089
84530 -0.371051 -0.582307
84540 0.656916 1.03093
84550 1.64401 2.58002
84560 -0.588531 -0.923607
84570 -2.12407 -3.33339
84580 0.163276 0.256236
84590 0.495886 0.778214
84600 -2.02467 -3.1774
84610 -1.68576 -2.64554
84620 0.668107 1.04849
84630 0.707991 1.11108
84640 -0.631276 -0.990688
84650 0.931766 1.46226
84660 2.03774 3.19792
84670 0.0126971 0.0199262
84680 -0.748021 -1.1739
84690 0.602521 0.945562
84700 -0.300676 -0.471864
84710 -2.31529 -3.63348
84720 -1.63905 -2.57223
84730 0.00637022 0.00999706
84740 -0.796396 -1.24982
84750 -1.76847 -2.77533
84760 0.0679899 0.106699
84770 0.770944 1.20988
84780 -0.911371 -1.43025
84790 -0.363782 -0.570899
84800 1.3952 2.18955
84810 0.926832 1.45452
84820 0.228412 0.358457
84830 0.765024 1.20059
84840 0.111498 0.174979
84850 -1.83138 -2.87406
84860 -1.9237 -3.01894
84870 0.293759 0.461009
84880 0.571448 0.896797
84890 -0.346788 -0.544228
84900 -0.348639 -0.547133
84910 -0.456268 -0.716041
84920 -1.28214 -2.01212
84930 -0.860385 -1.35024
84940 1.32795 2.084
84950 1.46704 2.30229
84960 0.563061 0.883636
84970 0.509972 0.80032
84980 0.152114 0.238719
84990 -1.44393 -2.26602
85000 -1.73727 -2.72638
85010 -0.954698 -1.49825
85020 -1.26226 -1.98092
85030 -1.63372 -2.56387
85040 -0.655295 -1.02838
85050 0.678398 1.06464
85060 -0.128676 -0.201936
85070 -1.03938 -1.63114
85080 -1.54095 -2.41828
85090 -2.20454 -3.45968
85100 -2.32457 -3.64804
85110 -1.31778 -2.06805
85120 -0.0818487 -0.128449
85130 0.222172 0.348663
85140 0.845948 1.32758
85150 1.06055 1.66436
85160 0.580121 0.910409
85170 -0.0489832 -0.0768714
85180 -0.358926 -0.563277
85190 -1.98445 -3.11428
85200 -3.88555 -6.09775
85210 -4.12935 -6.48036
85220 -2.91735 -4.57831
85230 -1.80152 -2.82721
85240 -1.60649 -2.52113
85250 -0.866627 -1.36004
85260 0.311906 0.489487
85270 -0.260505 -0.408822
85280 -1.10465 -1.73357
85290 -0.926867 -1.45457
85300 -1.72825 -2.71221
85310 -2.38317 -3.74001
85320 -0.675361 -1.05987
85330 0.723402 1.13527
85340 -0.399057 -0.626258
85350 -1.59727 -2.50667
85360 -0.56239 -0.882582
85370 -0.0482834 -0.0757732
85380 -1.17423 -1.84277
85390 -1.5422 -2.42025
85400 -0.534953 -0.839524
85410 -0.706625 -1.10894
85420 -1.52624 -2.3952
85430 -0.209062 -0.328091
85440 1.00416 1.57588
85450 -0.00172846 -0.00271254
85460 -0.852059 -1.33717
85470 -0.0348109 -0.0546302
85480 0.309818 0.486211
85490 -1.50612 -2.36362
85500 -2.2122 -3.4717
85510 -1.40379 -2.20302
85520 -1.62032 -2.54283
85530 -1.98257 -3.11133
85540 -0.584711 -0.917612
85550 0.679622 1.06656
85560 -0.8676 -1.36156
85570 -2.41542 -3.79062
85580 -1.31517 -2.06395
85590 -0.180645 -0.283494
85600 -1.35023 -2.11898
85610 -1.68479 -2.64401
85620 0.0647111 0.101554
85630 0.386667 0.606813
85640 -0.625193 -0.981142
85650 -0.0371233 -0.0582591
85660 1.05037 1.6484
85670 0.108923 0.170937
85680 -1.03189 -1.61939
85690 0.0287641 0.0451407
85700 0.627143 0.984203
85710 -0.272277 -0.427296
85720 -0.152059 -0.238632
85730 0.962577 1.51061
85740 0.430318 0.675316
85750 -0.929009 -1.45793
85760 -0.998523 -1.56702
85770 -0.360802 -0.566222
85780 -0.15419 -0.241977
85790 0.586319 0.920135
85800 2.36786 3.71598
85810 3.23013 5.06918
85820 2.14826 3.37136
85830 0.843143 1.32318
85840 0.231624 0.363498
85850 0.0317985 0.0499027
85860 -0.716362 -1.12422
85870 -0.637407 -1.00031
85880 -0.177818 -0.279057
85890 -0.359445 -0.564093
85900 -1.12507 -1.76562
85910 -1.17117 -1.83797
85920 -0.979614 -1.53735
85930 -0.786366 -1.23408
85940 -0.576794 -0.905187
85950 0.540297 0.847911
85960 1.59153 2.49766
85970 1.7133 2.68876
85980 0.86342 1.355
85990 0.399907 0.627591
86000 -0.066918 -0.105017
86010 -0.324929 -0.509925
86020 -0.114163 -0.179161
86030 0.484935 0.76103
86040 -0.126387 -0.198345
86050 -1.74256 -2.73468
86060 -2.36042 -3.70431
86070 -1.86565 -2.92785
86080 -1.5507 -2.43358
86090 -1.35845 -2.13187
86100 -0.533132 -0.836666
86110 0.336789 0.528537
86120 -0.362054 -0.568187
86130 -1.87159 -2.93716
86140 -2.17864 -3.41903
86150 -2.31007 -3.62529
86160 -3.23491 -5.07668
86170 -2.97159 -4.66344
86180 -1.87324 -2.93976
86190 -2.09025 -3.28031
86200 -2.33945 -3.67139
86210 -1.55058 -2.43339
86220 -0.990169 -1.55391
86230 -1.50585 -2.3632
86240 -1.07383 -1.68521
86250 0.250356 0.392894
86260 0.241854 0.379552
86270 -0.552737 -0.867434
86280 -0.502199 -0.788123
86290 0.0355038 0.0557177
86300 -0.589204 -0.924662
86310 -1.35062 -2.11959
86320 -1.00502 -1.57723
86330 -1.31655 -2.06611
86340 -2.43741 -3.82513
86350 -2.31192 -3.6282
86360 -0.812931 -1.27577
86370 -0.313866 -0.492563
86380 -0.982568 -1.54199
86390 -0.822438 -1.29069
86400 -0.660305 -1.03625
86410 -1.17259 -1.8402
86420 -0.703149 -1.10348
86430 -0.0455761 -0.0715244
86440 -0.931079 -1.46118
86450 -1.77861 -2.79125
86460 -0.751065 -1.17868
86470 0.828423 1.30008
86480 0.834201 1.30915
86490 0.818228 1.28408
86500 0.539914 0.84731
86510 -0.945012 -1.48305
86520 -1.89943 -2.98085
86530 -1.49927 -2.35286
86540 -0.784382 -1.23096
86550 -1.26971 -1.99261
86560 -1.73902 -2.72911
86570 -1.68982 -2.65191
86580 -1.74186 -2.73358
86590 -1.22712 -1.92577
86600 0.389419 0.611132
86610 1.11643 1.75206
86620 0.363655 0.5707
86630 -0.539476 -0.846623
86640 -0.90077 -1.41362
86650 -1.76583 -2.77119
86660 -2.25545 -3.53958
86670 -0.657042 -1.03112
86680 1.50076 2.35521
86690 1.44579 2.26893
86700 0.690216 1.08319
86710 0.997554 1.5655
86720 0.41998 0.659093
86730 -0.660261 -1.03618
86740 -0.923784 -1.44973
86750 -0.272133 -0.42707
86760 -0.402179 -0.631156
86770 -0.0761372 -0.119485
86780 1.70877 2.68164
86790 1.85334 2.90852
86800 0.938775 1.47326
86810 0.491548 0.771407
86820 0.0887872 0.139338
86830 -1.40257 -2.20111
86840 -2.17939 -3.42021
86850 -1.33229 -2.09082
86860 -0.729654 -1.14508
86870 -0.900599 -1.41335
86880 -0.817719 -1.28328
86890 0.0839006 0.131669
86900 0.354598 0.556485
86910 -0.183588 -0.288112
86920 0.280964 0.440929
86930 0.0629865 0.0988474
86940 -0.593737 -0.931776
86950 0.236641 0.37137
86960 2.04484 3.20906
86970 1.42268 2.23267
86980 -0.592982 -0.930593
86990 -0.913703 -1.43391
87000 -1.01085 -1.58637
87010 -1.85911 -2.91758
87020 -1.84586 -2.89679
87030 -0.853474 -1.33939
87040 -1.24526 -1.95424
87050 -2.98095 -4.67814
87060 -2.36202 -3.70681
87070 -0.949316 -1.4898
87080 -0.890819 -1.398
87090 -1.06998 -1.67917
87100 0.344768 0.541059
87110 1.61748 2.53838
87120 0.703199 1.10356
87130 0.463773 0.727818
87140 0.507682 0.796726
87150 -0.265181 -0.416159
87160 -1.7137 -2.68939
87170 -1.32288 -2.07605
87180 -0.306296 -0.480683
87190 -1.13395 -1.77955
87200 -2.07518 -3.25667
87210 -1.76139 -2.76423
87220 -1.45818 -2.28839
87230 -2.11774 -3.32346
87240 -0.917063 -1.43919
87250 1.43727 2.25557
87260 1.77955 2.79273
87270 0.236856 0.371708
87280 -0.742991 -1.16601
87290 -0.860294 -1.3501
87300 -1.2531 -1.96654
87310 -1.19008 -1.86765
87320 -0.496796 -0.779643
87330 0.235086 0.368931
87340 -0.177791 -0.279015
87350 -0.46023 -0.722258
87360 -0.158631 -0.248946
87370 0.167501 0.262866
87380 -0.0665935 -0.104508
87390 -0.762063 -1.19594
87400 -0.698356 -1.09596
87410 -0.543796 -0.853402
87420 -0.704247 -1.10521
87430 -0.136638 -0.214432
87440 -0.214248 -0.336229
87450 -1.4704 -2.30756
87460 -2.58364 -4.05461
87470 -2.11575 -3.32034
87480 -0.821274 -1.28886
87490 -0.602955 -0.946243
87500 -0.562172 -0.882241
87510 0.17402 0.273098
87520 0.724228 1.13656
87530 0.0890443 0.139741
87540 -0.0941667 -0.14778
87550 0.577732 0.906659
87560 0.728326 1.14299
87570 0.862261 1.35318
87580 0.425674 0.668028
87590 0.157031 0.246436
87600 -0.40265 -0.631896
87610 -1.17082 -1.83742
87620 -1.60422 -2.51758
87630 -1.72688 -2.71006
87640 -1.9098 -2.99713
87650 -1.64989 -2.58924
87660 -0.646931 -1.01526
87670 -0.113098 -0.177489
87680 -0.258253 -0.405287
87690 -0.825641 -1.29571
87700 -0.782571 -1.22812
87710 -0.696445 -1.09296
87720 -1.03604 -1.62589
87730 -0.532086 -0.835025
87740 0.125554 0.197037
87750 0.378132 0.593419
87760 0.368704 0.578623
87770 1.04864 1.64568
87780 1.28883 2.02262
87790 0.235466 0.369526
87800 -0.901166 -1.41424
87810 -0.643681 -1.01016
87820 0.425052 0.667051
87830 0.131871 0.206951
87840 -0.822998 -1.29157
87850 -1.13863 -1.7869
87860 -1.89057 -2.96695
87870 -2.18371 -3.42699
87880 -1.23667 -1.94076
87890 -0.00336963 -0.00528811
87900 0.0924387 0.145068
87910 -0.303891 -0.476909
87920 0.293654 0.460843
87930 0.521362 0.818196
87940 -0.938297 -1.47251
87950 -1.81706 -2.85159
87960 -1.10779 -1.7385
87970 -0.764567 -1.19987
87980 -1.49709 -2.34945
87990 -1.33074 -2.08839
88000 -1.1124 -1.74573
88010 -1.47728 -2.31835
88020 -1.49529 -2.34662
88030 0.265413 0.416524
88040 2.02797 3.18258
88050 1.5204 2.38603
88060 0.413612 0.649099
88070 0.181999 0.285619
88080 0.466029 0.731359
88090 -0.612956 -0.961937
88100 -0.911935 -1.43114
88110 -0.0556954 -0.0874052
88120 0.108604 0.170437
88130 -0.996209 -1.56339
88140 -1.63803 -2.57063
88150 -1.35119 -2.12048
88160 -1.79934 -2.82378
88170 -2.54743 -3.99779
88180 -1.58707 -2.49065
88190 -0.188686 -0.296114
88200 -0.791702 -1.24245
88210 -0.545446 -0.855991
88220 1.32972 2.08678
88230 1.81458 2.8477
88240 0.366109 0.574551
88250 0.286657 0.449862
88260 1.41329 2.21794
88270 0.50316 0.78963
88280 -1.14939 -1.80378
88290 -1.23986 -1.94577
88300 -0.92458 -1.45098
88310 -1.87475 -2.94213
88320 -1.75105 -2.748
88330 -0.116229 -0.182403
88340 -0.168596 -0.264584
88350 -2.13989 -3.35822
88360 -2.74026 -4.3004
88370 -2.24302 -3.52006
88380 -2.7897 -4.378
88390 -2.2867 -3.58862
88400 0.126732 0.198886
88410 1.65656 2.59971
88420 0.621535 0.975401
88430 0.213256 0.334672
88440 1.39782 2.19366
88450 0.891108 1.39845
88460 -0.919549 -1.44309
88470 -1.5901 -2.49541
88480 -1.77525 -2.78597
88490 -2.6325 -4.13129
88500 -3.19741 -5.01783
88510 -2.52545 -3.9633
88520 -2.00297 -3.14334
88530 -2.20466 -3.45987
88540 -1.87852 -2.94805
88550 -0.967555 -1.51843
88560 -0.443334 -0.695744
88570 -0.715814 -1.12336
88580 -0.232715 -0.365209
88590 -0.0985449 -0.154651
88600 -1.00768 -1.5814
88610 -1.36681 -2.145
88620 -0.478793 -0.75139
88630 0.288118 0.452156
88640 0.564205 0.88543
88650 1.39471 2.18878
88660 1.91412 3.00392
88670 1.04302 1.63686
88680 0.560854 0.880171
88690 0.752566 1.18103
88700 0.591035 0.927537
88710 0.0396002 0.0621462
88720 -0.265167 -0.416139
88730 -1.25878 -1.97546
88740 -2.91854 -4.58018
88750 -2.76806 -4.34404
88760 -1.66958 -2.62015
88770 -1.63632 -2.56795
88780 -1.36388 -2.1404
88790 -0.393123 -0.616945
88800 -0.250361 -0.392902
88810 -0.556417 -0.873209
88820 0.435174 0.682937
88830 1.21299 1.90359
88840 0.316294 0.496374
88850 -0.701025 -1.10015
88860 -0.30839 -0.48397
88870 -0.426002 -0.668542
88880 -1.31255 -2.05984
88890 -0.690798 -1.0841
88900 0.632078 0.991947
88910 0.36119 0.566831
88920 -0.408162 -0.640546
88930 0.372338 0.584326
88940 0.324287 0.508917
88950 -0.495101 -0.776983
88960 -0.0263758 -0.0413927
88970 1.47829 2.31994
88980 0.68826 1.08012
88990 -1.48988 -2.33813
89000 -1.53183 -2.40396
89010 -1.39092 -2.18284
89020 -2.3736 -3.725
89030 -1.86789 -2.93136
89040 0.289553 0.454408
89050 1.38314 2.17062
89060 -0.276294 -0.4336
89070 -0.606746 -0.952192
89080 0.417672 0.655471
89090 -0.163569 -0.256696
89100 -0.235816 -0.370076
89110 1.77793 2.79019
89120 3.10497 4.87276
89130 2.07739 3.26013
89140 1.77397 2.78397
89150 2.60182 4.08315
89160 1.76657 2.77236
89170 0.400915 0.629173
89180 1.15759 1.81666
89190 2.67111 4.19189
89200 1.90979 2.99711
89210 1.42094 2.22993
89220 2.5967 4.07511
89230 2.01975 3.16967
89240 -0.364003 -0.571245
89250 -1.23858 -1.94375
89260 -0.722594 -1.134
89270 -1.20072 -1.88435
89280 -1.87592 -2.94397
89290 -0.707199 -1.10984
89300 0.00218432 0.00342795
89310 -1.30249 -2.04405
89320 -1.98905 -3.12149
89330 -1.00933 -1.58398
89340 -0.644883 -1.01204
89350 -1.08149 -1.69723
89360 -0.00370665 -0.005817
89370 1.34494 2.11067
89380 0.612969 0.961958
89390 -0.581049 -0.911865
89400 -0.430884 -0.676204
89410 -1.28977 -2.02409
89420 -3.00448 -4.71506
